TimeGenerated,DeviceName,AccountName,FileName,ProcessCommandLine,InitiatingProcessFileName
2025-09-13T14:24:51.723499Z,SRV-WEB01,user94@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-13T19:58:32.723499Z,WKST-FIN02,user142@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T05:14:45.723499Z,SRV-WEB01,admin@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T22:25:34.723499Z,SRV-DB01,user135@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T10:58:16.723499Z,WKST-FIN02,user14@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T20:18:35.723499Z,SRV-WEB01,user139@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T23:36:41.723499Z,SRV-WEB02,user182@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T15:44:35.723499Z,SRV-WEB02,user69@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T05:20:56.723499Z,SRV-DB01,admin@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T20:18:46.723499Z,WKST-ENGR01,user170@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-14T09:40:29.723499Z,WKST-FIN02,user40@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T11:24:49.723499Z,SRV-DB01,user61@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-14T15:39:35.723499Z,SRV-WEB02,user198@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-15T10:11:10.723499Z,WKST-ENGR01,user83@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-15T07:36:07.723499Z,SRV-WEB02,user192@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-14T13:40:44.723499Z,WKST-FIN02,user90@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-15T10:31:14.723499Z,SRV-WEB02,user168@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-13T18:19:27.723499Z,SRV-APP02,user154@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T22:46:54.723499Z,SRV-APP01,user179@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T17:30:44.723499Z,SRV-APP01,user154@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-15T07:37:37.723499Z,SRV-APP01,user120@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-13T22:38:54.723499Z,WKST-ENGR01,admin@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-13T18:12:37.723499Z,SRV-APP01,user68@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-15T04:10:59.723499Z,SRV-DB01,user122@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T11:46:54.723499Z,WKST-FIN02,user138@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T05:58:35.723499Z,SRV-WEB01,user148@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-15T03:28:10.723499Z,WKST-FIN02,user102@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-14T23:08:45.723499Z,WKST-ENGR01,user6@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-13T12:52:02.723499Z,SRV-APP01,user6@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T02:32:37.723499Z,WKST-FIN02,user83@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T11:06:47.723499Z,SRV-DB01,user89@corp.local,powershell.exe,powershell.exe -NoP -W Hidden -EncodedCommand Q21kIC9jIHBvd2Vyc2hlbGw=,powershell.exe
2025-09-14T14:26:02.723499Z,WKST-FIN02,user129@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-14T06:46:57.723499Z,SRV-APP02,user187@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-15T10:48:04.723499Z,SRV-DB01,user200@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-14T00:51:44.723499Z,SRV-APP01,user175@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T13:56:07.723499Z,SRV-WEB01,user89@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T15:51:23.723499Z,WKST-ENGR01,user36@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-13T14:54:52.723499Z,SRV-DB01,user122@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-15T02:00:56.723499Z,SRV-APP02,user118@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-15T01:55:33.723499Z,SRV-WEB02,user34@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-15T08:13:40.723499Z,SRV-WEB01,user173@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-14T17:38:06.723499Z,SRV-WEB02,user118@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T23:59:36.723499Z,SRV-WEB01,user199@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T22:39:10.723499Z,SRV-WEB02,admin@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T12:17:44.723499Z,SRV-APP02,user199@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-14T00:51:45.723499Z,SRV-DB01,user97@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T13:14:28.723499Z,SRV-APP01,user131@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-15T02:35:39.723499Z,SRV-APP01,admin@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T23:42:27.723499Z,SRV-APP02,user169@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T19:21:09.723499Z,SRV-WEB02,admin@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T06:14:53.723499Z,SRV-APP02,user88@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-14T19:36:44.723499Z,SRV-DB01,user35@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-15T00:16:21.723499Z,SRV-APP01,user2@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T09:54:06.723499Z,SRV-APP01,admin@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T01:29:17.723499Z,SRV-APP02,admin@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-13T18:56:25.723499Z,WKST-FIN02,user27@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T01:38:01.723499Z,SRV-DB01,user94@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-15T04:17:12.723499Z,SRV-APP01,user148@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T01:08:00.723499Z,SRV-WEB02,user166@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-15T07:58:42.723499Z,SRV-APP02,user119@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-13T11:39:05.723499Z,WKST-FIN02,user178@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T08:40:27.723499Z,WKST-FIN02,user14@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-13T11:24:45.723499Z,WKST-FIN02,user85@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T06:02:13.723499Z,SRV-WEB02,user147@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-15T07:14:37.723499Z,SRV-WEB02,user79@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-15T00:51:33.723499Z,SRV-DB01,user184@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-15T09:14:19.723499Z,WKST-ENGR01,user135@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T09:35:34.723499Z,WKST-ENGR01,user173@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-13T17:08:53.723499Z,WKST-FIN02,user163@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T19:46:47.723499Z,WKST-FIN02,user10@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T01:20:04.723499Z,WKST-ENGR01,user108@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T22:54:57.723499Z,SRV-APP01,user161@corp.local,powershell.exe,powershell.exe -NoP -W Hidden -EncodedCommand Q21kIC9jIHBvd2Vyc2hlbGw=,powershell.exe
2025-09-14T09:13:08.723499Z,SRV-APP01,user138@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-15T04:58:10.723499Z,SRV-APP01,user25@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T17:48:58.723499Z,SRV-WEB02,admin@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-13T19:10:47.723499Z,WKST-FIN02,user177@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T19:10:26.723499Z,SRV-WEB02,user196@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-15T05:40:53.723499Z,WKST-ENGR01,user46@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-13T15:17:29.723499Z,WKST-ENGR01,user89@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-13T18:37:43.723499Z,WKST-FIN02,user46@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T02:21:00.723499Z,SRV-APP01,user73@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T01:52:36.723499Z,SRV-WEB02,user15@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T05:54:05.723499Z,WKST-ENGR01,user9@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T14:28:00.723499Z,SRV-APP02,admin@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T04:09:09.723499Z,WKST-FIN02,user54@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-13T11:22:42.723499Z,SRV-WEB02,user192@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T13:55:35.723499Z,SRV-APP02,user182@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-15T03:04:49.723499Z,WKST-ENGR01,user10@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-13T18:07:11.723499Z,SRV-APP01,user23@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-14T03:48:49.723499Z,SRV-APP01,user25@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T14:59:45.723499Z,SRV-DB01,user68@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-15T02:15:28.723499Z,SRV-APP01,user14@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-14T05:07:41.723499Z,SRV-APP01,user121@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-13T13:48:57.723499Z,SRV-APP01,user93@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T16:45:50.723499Z,SRV-WEB01,user58@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T13:50:55.723499Z,WKST-ENGR01,user155@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-13T23:15:10.723499Z,SRV-WEB02,user130@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-15T04:10:55.723499Z,WKST-FIN02,user171@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T13:16:34.723499Z,SRV-APP02,user95@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-13T22:25:51.723499Z,SRV-DB01,user54@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-15T01:48:46.723499Z,WKST-FIN02,user144@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T13:24:42.723499Z,SRV-APP02,user54@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-13T11:28:07.723499Z,SRV-APP02,user189@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T15:30:17.723499Z,SRV-WEB01,user74@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T14:11:27.723499Z,SRV-WEB01,user81@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T15:44:59.723499Z,SRV-APP01,user133@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-13T14:03:43.723499Z,WKST-ENGR01,user137@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T20:55:06.723499Z,SRV-WEB02,user75@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-13T12:32:59.723499Z,SRV-WEB01,user177@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-14T18:30:36.723499Z,WKST-FIN02,user26@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-14T04:51:48.723499Z,SRV-APP01,user196@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-13T21:55:54.723499Z,WKST-FIN02,admin@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T19:09:07.723499Z,SRV-WEB02,user56@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T20:00:41.723499Z,SRV-APP01,admin@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T11:15:00.723499Z,SRV-APP01,user67@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T08:08:42.723499Z,SRV-WEB02,admin@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-13T15:17:11.723499Z,SRV-WEB01,admin@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-15T07:10:53.723499Z,SRV-WEB02,user173@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T11:28:13.723499Z,SRV-WEB01,user126@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T11:40:11.723499Z,SRV-WEB02,user155@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-15T09:33:23.723499Z,SRV-APP02,user48@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-15T01:03:12.723499Z,SRV-APP01,user125@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-15T02:21:27.723499Z,WKST-FIN02,user153@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T13:39:15.723499Z,SRV-WEB02,user71@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-15T09:58:23.723499Z,SRV-APP02,admin@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T14:39:37.723499Z,SRV-WEB01,user49@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T18:02:08.723499Z,SRV-APP02,user42@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T01:37:56.723499Z,SRV-APP02,user38@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-15T02:55:46.723499Z,SRV-DB01,user116@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-14T00:30:13.723499Z,WKST-ENGR01,user129@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-13T23:19:45.723499Z,SRV-DB01,user48@corp.local,powershell.exe,powershell.exe -NoP -W Hidden -EncodedCommand Q21kIC9jIHBvd2Vyc2hlbGw=,powershell.exe
2025-09-14T03:28:24.723499Z,SRV-WEB02,user22@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-13T23:07:21.723499Z,SRV-WEB02,user8@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T13:13:27.723499Z,WKST-FIN02,user181@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-13T18:12:41.723499Z,SRV-APP01,user44@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-15T06:12:36.723499Z,SRV-WEB02,user95@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T01:16:07.723499Z,WKST-ENGR01,user146@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T10:07:53.723499Z,SRV-APP01,admin@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-15T07:54:36.723499Z,WKST-ENGR01,user165@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-14T12:53:26.723499Z,SRV-WEB02,user142@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T02:19:05.723499Z,WKST-ENGR01,user131@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-15T08:40:37.723499Z,SRV-WEB01,user157@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-15T05:24:44.723499Z,WKST-ENGR01,user88@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T12:23:31.723499Z,SRV-WEB01,user48@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T03:36:44.723499Z,SRV-WEB02,user175@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-13T11:33:17.723499Z,SRV-DB01,user18@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T23:51:09.723499Z,WKST-FIN02,user175@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-15T09:06:41.723499Z,WKST-FIN02,user191@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T05:24:17.723499Z,WKST-ENGR01,user166@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-15T03:42:54.723499Z,WKST-ENGR01,user147@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-13T11:16:40.723499Z,WKST-ENGR01,user34@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T06:27:56.723499Z,WKST-ENGR01,user29@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T13:05:06.723499Z,WKST-ENGR01,user168@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-14T18:01:02.723499Z,WKST-ENGR01,user108@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-15T10:22:05.723499Z,SRV-DB01,user13@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T09:14:07.723499Z,SRV-APP02,admin@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-14T08:16:38.723499Z,WKST-FIN02,user195@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T12:56:13.723499Z,SRV-APP02,user186@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-15T09:23:21.723499Z,SRV-WEB01,user57@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T02:21:24.723499Z,SRV-APP02,user39@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T01:04:07.723499Z,WKST-FIN02,user156@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-15T02:04:35.723499Z,SRV-WEB02,user8@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T04:45:39.723499Z,WKST-ENGR01,user20@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T13:41:39.723499Z,SRV-WEB02,user198@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T07:44:35.723499Z,SRV-APP02,user16@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-14T14:59:47.723499Z,SRV-APP01,user130@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T21:12:40.723499Z,WKST-ENGR01,user118@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T16:15:59.723499Z,WKST-ENGR01,admin@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-13T11:54:12.723499Z,SRV-APP01,user164@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-13T19:25:06.723499Z,WKST-ENGR01,user79@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T13:05:12.723499Z,SRV-APP01,user18@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-13T15:43:25.723499Z,SRV-APP02,user50@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-15T04:44:09.723499Z,SRV-WEB02,user73@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T17:23:35.723499Z,SRV-APP01,admin@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-13T15:31:28.723499Z,SRV-APP02,admin@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T16:41:34.723499Z,SRV-WEB01,user95@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T13:45:56.723499Z,WKST-ENGR01,user117@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T17:27:59.723499Z,SRV-WEB01,user114@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-13T19:39:29.723499Z,SRV-APP01,user134@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T16:35:03.723499Z,SRV-WEB01,user31@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-14T21:45:13.723499Z,SRV-WEB01,user17@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-14T15:30:08.723499Z,SRV-WEB01,user86@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T18:51:45.723499Z,SRV-WEB02,user121@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-14T14:09:19.723499Z,SRV-DB01,user29@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T17:56:51.723499Z,SRV-APP01,admin@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T00:49:44.723499Z,SRV-APP01,user32@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T01:47:49.723499Z,SRV-APP02,user48@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T10:40:09.723499Z,WKST-ENGR01,admin@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T00:06:09.723499Z,SRV-APP01,user141@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T07:37:34.723499Z,SRV-APP02,user33@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T16:54:09.723499Z,SRV-WEB01,user4@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-15T10:54:57.723499Z,SRV-DB01,user20@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-14T06:48:30.723499Z,WKST-FIN02,admin@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-15T00:00:23.723499Z,SRV-WEB01,user185@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T19:16:55.723499Z,WKST-FIN02,user170@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T00:49:40.723499Z,SRV-DB01,user79@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
