TimeGenerated,UserPrincipalName,IPAddress,ResultType,Role
2025-09-14T09:57:20.723499Z,user41@corp.local,11.190.239.141,0,user
2025-09-14T05:40:27.723499Z,user77@corp.local,14.221.170.56,2,user
2025-09-15T09:18:56.723499Z,user4@corp.local,71.149.30.102,0,user
2025-09-13T11:52:43.723499Z,user149@corp.local,122.176.152.40,0,user
2025-09-13T17:44:39.723499Z,user128@corp.local,10.173.30.16,0,user
2025-09-13T22:26:11.723499Z,user28@corp.local,10.119.162.252,0,user
2025-09-15T10:10:13.723499Z,user113@corp.local,6.176.96.92,0,user
2025-09-14T05:29:01.723499Z,user125@corp.local,144.75.138.179,0,user
2025-09-15T04:29:40.723499Z,user90@corp.local,120.70.222.213,0,user
2025-09-15T03:36:27.723499Z,user136@corp.local,76.209.67.139,0,user
2025-09-13T11:16:51.723499Z,user130@corp.local,48.226.4.159,0,user
2025-09-15T08:23:24.723499Z,user185@corp.local,10.198.97.135,0,user
2025-09-15T03:23:06.723499Z,user73@corp.local,165.82.28.25,0,user
2025-09-13T16:05:02.723499Z,user34@corp.local,9.51.27.125,0,user
2025-09-13T13:32:43.723499Z,user100@corp.local,135.159.179.152,0,user
2025-09-14T13:54:20.723499Z,user184@corp.local,10.106.251.238,1,user
2025-09-14T21:18:41.723499Z,user16@corp.local,191.240.227.107,0,user
2025-09-13T15:28:26.723499Z,user69@corp.local,188.18.213.78,0,user
2025-09-14T02:56:59.723499Z,user25@corp.local,10.118.197.49,0,user
2025-09-15T11:03:39.723499Z,user161@corp.local,143.191.142.107,0,user
2025-09-15T09:43:54.723499Z,user173@corp.local,171.109.226.27,0,user
2025-09-14T00:21:52.723499Z,user130@corp.local,41.136.153.114,3,user
2025-09-15T03:17:03.723499Z,user84@corp.local,106.195.162.111,0,user
2025-09-14T10:46:53.723499Z,user145@corp.local,97.196.140.238,0,user
2025-09-14T13:26:37.723499Z,user115@corp.local,1.185.8.252,0,user
2025-09-13T12:24:56.723499Z,user78@corp.local,10.113.109.220,0,user
2025-09-14T07:19:23.723499Z,user131@corp.local,147.39.24.10,0,user
2025-09-13T22:35:45.723499Z,user94@corp.local,64.59.65.208,0,user
2025-09-15T04:46:12.723499Z,user56@corp.local,186.83.202.124,0,user
2025-09-15T05:11:18.723499Z,user25@corp.local,77.9.187.207,0,user
2025-09-13T16:56:35.723499Z,user198@corp.local,210.111.106.239,0,user
2025-09-14T03:44:15.723499Z,user155@corp.local,163.199.161.98,0,user
2025-09-15T01:24:46.723499Z,user139@corp.local,84.128.178.57,0,user
2025-09-14T15:50:14.723499Z,user193@corp.local,130.23.56.111,0,user
2025-09-14T15:56:32.723499Z,user87@corp.local,10.25.204.68,0,user
2025-09-14T23:46:12.723499Z,user179@corp.local,10.69.246.144,0,user
2025-09-14T16:00:53.723499Z,user51@corp.local,189.134.63.63,0,user
2025-09-14T18:32:42.723499Z,user148@corp.local,10.211.216.94,0,user
2025-09-14T10:35:02.723499Z,user168@corp.local,10.156.86.253,0,user
2025-09-14T19:25:45.723499Z,user113@corp.local,10.119.102.176,0,user
2025-09-13T17:28:38.723499Z,user14@corp.local,159.237.37.223,0,user
2025-09-14T08:10:37.723499Z,admin@corp.local,29.78.115.121,0,admin
2025-09-14T02:26:53.723499Z,user55@corp.local,134.192.66.141,0,user
2025-09-13T21:31:16.723499Z,user172@corp.local,10.22.130.44,0,user
2025-09-14T01:50:34.723499Z,user159@corp.local,120.167.241.3,0,user
2025-09-14T06:59:05.723499Z,user169@corp.local,28.4.74.223,50053,user
2025-09-14T04:03:42.723499Z,user131@corp.local,26.231.80.125,0,user
2025-09-15T01:56:08.723499Z,user51@corp.local,118.143.237.183,0,user
2025-09-14T05:14:35.723499Z,user79@corp.local,101.190.40.5,0,user
2025-09-14T12:51:14.723499Z,user78@corp.local,129.70.207.16,0,user
2025-09-14T15:25:17.723499Z,user8@corp.local,72.57.38.88,2,user
2025-09-13T17:37:17.723499Z,user134@corp.local,157.223.160.176,0,user
2025-09-14T04:43:52.723499Z,user110@corp.local,155.84.114.139,0,user
2025-09-15T10:44:24.723499Z,user139@corp.local,52.220.35.80,0,user
2025-09-15T01:22:15.723499Z,user111@corp.local,198.37.167.239,0,user
2025-09-13T22:44:14.723499Z,user143@corp.local,185.30.47.82,0,user
2025-09-13T21:49:30.723499Z,user196@corp.local,106.246.105.78,0,user
2025-09-15T09:36:08.723499Z,user71@corp.local,49.27.33.48,0,user
2025-09-15T07:47:30.723499Z,user156@corp.local,60.152.59.60,0,user
2025-09-14T13:23:21.723499Z,user200@corp.local,129.216.154.121,0,user
2025-09-14T14:27:34.723499Z,user100@corp.local,36.41.49.58,0,user
2025-09-13T12:19:18.723499Z,user106@corp.local,172.252.51.194,0,user
2025-09-14T00:07:22.723499Z,user113@corp.local,126.176.83.222,0,user
2025-09-14T05:11:55.723499Z,user199@corp.local,10.194.160.101,0,user
2025-09-15T04:52:32.723499Z,user135@corp.local,181.201.9.134,0,user
2025-09-14T20:29:56.723499Z,user11@corp.local,63.132.137.102,1,user
2025-09-15T03:50:20.723499Z,user196@corp.local,13.48.74.113,0,user
2025-09-14T09:24:20.723499Z,user74@corp.local,109.75.156.236,0,user
2025-09-15T00:52:23.723499Z,user119@corp.local,116.23.184.129,0,user
2025-09-15T05:51:34.723499Z,user179@corp.local,101.105.82.116,0,user
2025-09-14T20:15:52.723499Z,user183@corp.local,117.23.64.83,0,user
2025-09-13T23:10:13.723499Z,user32@corp.local,10.230.185.22,0,user
2025-09-14T15:11:49.723499Z,user131@corp.local,41.96.140.98,0,user
2025-09-13T23:40:19.723499Z,user145@corp.local,221.38.41.223,0,user
2025-09-13T14:57:53.723499Z,user80@corp.local,115.73.160.47,0,user
2025-09-13T20:48:33.723499Z,user1@corp.local,65.3.117.128,0,user
2025-09-15T02:48:18.723499Z,user156@corp.local,61.55.150.169,0,user
2025-09-14T17:05:41.723499Z,user154@corp.local,63.225.140.72,0,user
2025-09-15T03:49:41.723499Z,user54@corp.local,10.75.28.168,0,user
2025-09-13T21:48:52.723499Z,user171@corp.local,155.76.84.236,0,user
2025-09-13T19:09:27.723499Z,user46@corp.local,73.156.169.178,0,user
2025-09-15T04:54:03.723499Z,user46@corp.local,192.148.92.239,0,user
2025-09-14T09:01:21.723499Z,user98@corp.local,195.109.215.141,0,user
2025-09-14T21:30:44.723499Z,user178@corp.local,85.134.105.135,0,user
2025-09-14T02:27:04.723499Z,user28@corp.local,162.135.252.23,0,user
2025-09-15T07:16:01.723499Z,user181@corp.local,156.217.81.67,0,user
2025-09-15T08:36:42.723499Z,user34@corp.local,128.133.186.162,0,user
2025-09-14T00:19:44.723499Z,user60@corp.local,50.0.30.7,0,user
2025-09-13T19:48:56.723499Z,user54@corp.local,107.105.11.86,0,user
2025-09-15T09:39:00.723499Z,user164@corp.local,73.65.202.18,0,user
2025-09-15T00:07:28.723499Z,user197@corp.local,10.170.174.102,0,user
2025-09-15T08:05:01.723499Z,user45@corp.local,214.86.236.173,0,user
2025-09-14T21:46:50.723499Z,user166@corp.local,10.79.235.229,0,user
2025-09-14T11:37:49.723499Z,user106@corp.local,15.213.133.77,0,user
2025-09-14T10:12:10.723499Z,user5@corp.local,176.84.204.235,3,user
2025-09-13T16:03:00.723499Z,user72@corp.local,87.251.96.161,0,user
2025-09-13T23:18:50.723499Z,user100@corp.local,30.221.200.193,0,user
2025-09-14T10:07:47.723499Z,user70@corp.local,128.224.60.96,0,user
2025-09-14T09:15:55.723499Z,user78@corp.local,96.200.9.200,0,user
2025-09-13T17:58:18.723499Z,user7@corp.local,129.39.48.88,50055,user
2025-09-14T09:49:41.723499Z,user37@corp.local,26.210.251.241,0,user
2025-09-13T20:53:34.723499Z,user10@corp.local,183.221.133.30,0,user
2025-09-13T14:26:05.723499Z,user153@corp.local,86.119.227.12,0,user
2025-09-15T11:12:51.723499Z,user6@corp.local,80.163.228.54,0,user
2025-09-14T01:14:57.723499Z,user137@corp.local,113.171.30.70,0,user
2025-09-14T07:09:15.723499Z,user160@corp.local,27.52.138.90,0,user
2025-09-14T06:57:57.723499Z,user181@corp.local,147.62.43.19,0,user
2025-09-14T11:53:41.723499Z,user13@corp.local,10.241.25.28,0,user
2025-09-13T17:29:58.723499Z,user46@corp.local,152.161.214.177,0,user
2025-09-15T08:06:26.723499Z,user86@corp.local,183.194.171.208,0,user
2025-09-14T21:08:22.723499Z,user24@corp.local,179.119.24.117,0,user
2025-09-15T10:09:13.723499Z,user120@corp.local,58.36.220.230,0,user
2025-09-14T13:41:39.723499Z,user180@corp.local,85.201.220.226,0,user
2025-09-14T22:43:39.723499Z,user122@corp.local,10.245.236.217,0,user
2025-09-14T12:36:50.723499Z,user33@corp.local,104.209.182.204,0,user
2025-09-15T03:43:34.723499Z,user78@corp.local,103.151.105.62,0,user
2025-09-15T03:07:44.723499Z,user124@corp.local,88.53.208.178,0,user
2025-09-14T18:55:48.723499Z,user88@corp.local,61.44.169.172,0,user
2025-09-15T05:02:23.723499Z,user30@corp.local,119.83.142.25,0,user
2025-09-14T00:03:25.723499Z,user104@corp.local,10.55.194.84,0,user
2025-09-13T15:42:20.723499Z,user36@corp.local,194.162.207.1,0,user
2025-09-13T22:05:39.723499Z,user75@corp.local,148.114.50.53,0,user
2025-09-14T10:16:57.723499Z,user174@corp.local,112.183.251.235,0,user
2025-09-13T17:43:49.723499Z,user157@corp.local,104.216.32.219,0,user
2025-09-14T14:06:52.723499Z,user14@corp.local,10.183.56.221,0,user
2025-09-13T13:29:57.723499Z,user180@corp.local,161.81.182.98,0,user
2025-09-14T18:55:05.723499Z,user170@corp.local,36.48.142.99,0,user
2025-09-14T13:27:50.723499Z,user40@corp.local,172.32.34.3,0,user
2025-09-13T12:22:20.723499Z,user125@corp.local,35.21.35.165,0,user
2025-09-14T20:26:08.723499Z,user179@corp.local,109.159.46.117,0,user
2025-09-15T03:25:39.723499Z,user99@corp.local,48.108.154.2,0,user
2025-09-14T04:28:05.723499Z,user69@corp.local,140.147.93.9,50055,user
2025-09-14T22:25:08.723499Z,user29@corp.local,177.20.36.187,0,user
2025-09-14T07:34:31.723499Z,user21@corp.local,157.22.62.121,0,user
2025-09-13T16:54:51.723499Z,user139@corp.local,80.156.13.232,0,user
2025-09-13T12:00:49.723499Z,user132@corp.local,147.187.84.108,0,user
2025-09-14T08:40:55.723499Z,user10@corp.local,153.191.77.187,0,user
2025-09-14T06:11:36.723499Z,user122@corp.local,147.13.168.254,0,user
2025-09-15T08:41:23.723499Z,user125@corp.local,10.39.142.65,0,user
2025-09-14T07:41:18.723499Z,user66@corp.local,10.57.89.233,0,user
2025-09-13T22:14:02.723499Z,user95@corp.local,67.200.179.61,0,user
2025-09-15T01:37:54.723499Z,user88@corp.local,38.152.239.211,0,user
2025-09-14T23:20:32.723499Z,user106@corp.local,61.169.112.186,0,user
2025-09-14T02:34:57.723499Z,user89@corp.local,10.135.59.14,0,user
2025-09-14T16:15:51.723499Z,user122@corp.local,193.236.136.60,0,user
2025-09-14T15:37:57.723499Z,user38@corp.local,112.3.73.238,0,user
2025-09-14T15:02:43.723499Z,user136@corp.local,11.24.234.137,0,user
2025-09-14T18:40:13.723499Z,user167@corp.local,86.69.68.206,0,user
2025-09-15T10:52:35.723499Z,user119@corp.local,192.61.187.173,0,user
2025-09-14T01:25:21.723499Z,user174@corp.local,47.80.140.3,0,user
2025-09-13T16:10:36.723499Z,admin@corp.local,10.53.228.90,0,admin
2025-09-14T07:51:27.723499Z,user9@corp.local,10.47.29.241,0,user
2025-09-14T03:01:02.723499Z,user164@corp.local,10.61.44.220,0,user
2025-09-14T14:36:18.723499Z,user166@corp.local,48.229.28.179,0,user
2025-09-14T08:40:42.723499Z,user20@corp.local,71.196.109.178,3,user
2025-09-14T05:58:02.723499Z,user19@corp.local,16.97.99.86,3,user
2025-09-14T06:30:03.723499Z,user18@corp.local,52.156.100.46,0,user
2025-09-13T19:07:27.723499Z,user197@corp.local,158.164.27.234,0,user
2025-09-14T06:05:17.723499Z,user19@corp.local,10.128.228.5,2,user
2025-09-15T10:46:07.723499Z,user10@corp.local,69.38.179.85,50055,user
2025-09-13T11:29:53.723499Z,user198@corp.local,112.103.216.187,0,user
2025-09-13T16:19:59.723499Z,user1@corp.local,177.209.199.124,0,user
2025-09-15T02:12:29.723499Z,user92@corp.local,78.102.14.162,1,user
2025-09-14T13:49:58.723499Z,user88@corp.local,10.235.148.166,0,user
2025-09-15T03:36:15.723499Z,user99@corp.local,77.178.99.230,0,user
2025-09-14T13:23:21.723499Z,user162@corp.local,49.35.9.50,0,user
2025-09-15T06:24:20.723499Z,user100@corp.local,10.157.255.137,50053,user
2025-09-13T12:25:26.723499Z,user15@corp.local,185.10.103.31,0,user
2025-09-15T10:50:25.723499Z,user118@corp.local,223.223.137.39,0,user
2025-09-14T04:11:38.723499Z,user10@corp.local,126.167.4.121,50055,user
2025-09-13T14:33:49.723499Z,user167@corp.local,10.88.25.232,0,user
2025-09-13T18:18:47.723499Z,user44@corp.local,17.209.209.28,0,user
2025-09-15T06:33:12.723499Z,user57@corp.local,10.103.218.87,0,user
2025-09-14T16:30:07.723499Z,user176@corp.local,36.82.214.247,0,user
2025-09-13T14:32:53.723499Z,user86@corp.local,10.140.72.194,0,user
2025-09-14T14:09:57.723499Z,user113@corp.local,149.10.34.26,0,user
2025-09-15T09:15:49.723499Z,user200@corp.local,125.20.1.2,0,user
2025-09-13T17:43:10.723499Z,user152@corp.local,107.177.206.203,0,user
2025-09-13T20:28:07.723499Z,user164@corp.local,116.105.61.241,0,user
2025-09-13T13:58:05.723499Z,user184@corp.local,23.160.211.201,0,user
2025-09-14T17:43:25.723499Z,admin@corp.local,31.252.135.251,0,admin
2025-09-14T13:34:53.723499Z,user139@corp.local,119.197.160.169,0,user
2025-09-13T15:05:34.723499Z,user39@corp.local,122.127.45.41,0,user
2025-09-13T14:22:05.723499Z,user94@corp.local,112.64.85.158,0,user
2025-09-14T20:13:32.723499Z,user190@corp.local,10.90.80.202,0,user
2025-09-15T00:43:21.723499Z,user61@corp.local,152.148.83.108,0,user
2025-09-14T10:56:39.723499Z,user29@corp.local,26.60.188.106,0,user
2025-09-14T14:34:26.723499Z,user19@corp.local,125.13.227.112,0,user
2025-09-15T07:36:22.723499Z,user100@corp.local,118.184.49.162,0,user
2025-09-14T06:52:01.723499Z,user33@corp.local,10.30.143.35,0,user
2025-09-14T21:07:40.723499Z,user44@corp.local,57.226.75.155,0,user
2025-09-15T09:41:10.723499Z,user44@corp.local,142.218.58.23,0,user
2025-09-15T01:13:21.723499Z,user56@corp.local,215.118.71.4,0,user
2025-09-14T05:11:21.723499Z,user112@corp.local,152.242.38.234,0,user
2025-09-13T11:35:54.723499Z,user12@corp.local,10.240.17.109,0,user
2025-09-14T22:07:40.723499Z,user179@corp.local,116.126.61.22,0,user
2025-09-13T12:07:59.723499Z,user105@corp.local,34.91.75.62,0,user
2025-09-13T17:50:07.723499Z,admin@corp.local,42.180.117.220,0,admin
2025-09-15T05:43:45.723499Z,user117@corp.local,36.223.180.104,0,user
2025-09-14T14:12:06.723499Z,user181@corp.local,221.160.18.99,3,user
2025-09-15T01:53:20.723499Z,user110@corp.local,179.242.156.139,0,user
2025-09-14T02:18:45.723499Z,user21@corp.local,86.188.238.15,0,user
2025-09-14T13:44:00.723499Z,user29@corp.local,120.158.10.94,0,user
2025-09-15T10:25:37.723499Z,user18@corp.local,199.52.35.252,0,user
2025-09-15T02:31:24.723499Z,user123@corp.local,193.148.223.246,0,user
2025-09-14T03:38:40.723499Z,user69@corp.local,109.70.13.17,0,user
2025-09-14T20:10:19.723499Z,user135@corp.local,121.181.136.174,0,user
2025-09-14T08:30:38.723499Z,user95@corp.local,178.207.250.241,2,user
2025-09-14T20:34:11.723499Z,user101@corp.local,74.245.244.20,0,user
2025-09-14T07:19:19.723499Z,user38@corp.local,53.133.243.161,0,user
2025-09-14T17:33:35.723499Z,user139@corp.local,122.88.107.114,0,user
2025-09-13T12:47:34.723499Z,user17@corp.local,10.118.171.106,0,user
2025-09-15T10:58:46.723499Z,user84@corp.local,171.178.135.216,0,user
2025-09-14T20:34:46.723499Z,user34@corp.local,79.43.202.67,0,user
2025-09-14T14:18:34.723499Z,user198@corp.local,38.90.72.117,50055,user
2025-09-13T22:56:13.723499Z,user74@corp.local,45.214.181.178,2,user
2025-09-13T22:58:14.723499Z,user11@corp.local,148.32.112.67,0,user
2025-09-14T02:10:03.723499Z,user9@corp.local,89.37.95.115,0,user
2025-09-13T23:04:06.723499Z,user32@corp.local,104.238.127.197,0,user
2025-09-14T20:34:55.723499Z,user40@corp.local,10.169.151.122,50055,user
2025-09-13T21:56:20.723499Z,user187@corp.local,114.86.176.29,0,user
2025-09-13T14:08:49.723499Z,user142@corp.local,10.12.205.159,0,user
2025-09-14T19:42:12.723499Z,user84@corp.local,10.99.113.201,3,user
2025-09-14T01:28:48.723499Z,user138@corp.local,174.171.245.23,50053,user
2025-09-14T01:23:16.723499Z,user155@corp.local,15.232.170.93,0,user
2025-09-14T18:22:06.723499Z,user96@corp.local,10.176.179.79,50055,user
2025-09-13T17:36:26.723499Z,user114@corp.local,107.205.113.74,0,user
2025-09-14T18:05:28.723499Z,user107@corp.local,10.44.73.54,0,user
2025-09-15T01:28:47.723499Z,user17@corp.local,152.193.96.23,0,user
2025-09-15T09:44:42.723499Z,user107@corp.local,119.181.145.194,2,user
2025-09-14T00:46:23.723499Z,user75@corp.local,11.210.211.78,0,user
2025-09-14T09:21:32.723499Z,user190@corp.local,7.202.0.40,0,user
2025-09-15T09:52:20.723499Z,user121@corp.local,10.147.213.46,0,user
2025-09-15T10:10:49.723499Z,user31@corp.local,127.254.248.18,0,user
2025-09-14T13:34:16.723499Z,user145@corp.local,67.160.175.122,1,user
2025-09-14T14:24:15.723499Z,user148@corp.local,10.132.83.149,0,user
2025-09-14T10:30:25.723499Z,user178@corp.local,10.83.27.70,0,user
2025-09-15T09:33:31.723499Z,user92@corp.local,10.149.39.132,0,user
2025-09-15T08:57:37.723499Z,user25@corp.local,43.139.82.224,0,user
2025-09-14T09:09:07.723499Z,user179@corp.local,25.136.148.91,0,user
2025-09-13T12:10:04.723499Z,user73@corp.local,125.105.87.236,1,user
2025-09-14T03:05:37.723499Z,user57@corp.local,204.229.143.158,0,user
2025-09-15T01:30:19.723499Z,user183@corp.local,194.205.29.107,0,user
2025-09-13T16:47:30.723499Z,user34@corp.local,123.89.79.177,0,user
2025-09-14T19:24:34.723499Z,user153@corp.local,88.44.181.78,0,user
2025-09-13T19:51:52.723499Z,user178@corp.local,10.116.157.33,0,user
2025-09-13T16:57:08.723499Z,user196@corp.local,20.4.198.124,0,user
2025-09-13T14:19:28.723499Z,user9@corp.local,132.151.15.121,0,user
2025-09-14T05:39:08.723499Z,user78@corp.local,194.24.200.32,2,user
2025-09-15T06:00:59.723499Z,user48@corp.local,8.23.37.217,0,user
2025-09-14T07:25:35.723499Z,user90@corp.local,219.128.199.187,0,user
2025-09-14T23:59:41.723499Z,user26@corp.local,196.3.135.56,0,user
2025-09-14T07:45:10.723499Z,user194@corp.local,186.25.236.55,50053,user
2025-09-14T13:54:49.723499Z,user48@corp.local,28.46.213.91,50053,user
2025-09-14T02:49:53.723499Z,user105@corp.local,10.160.63.120,0,user
2025-09-13T21:07:31.723499Z,user93@corp.local,143.184.10.22,0,user
2025-09-13T19:39:18.723499Z,user117@corp.local,80.175.249.216,0,user
2025-09-15T03:33:48.723499Z,user110@corp.local,18.229.215.206,0,user
2025-09-14T13:59:05.723499Z,user173@corp.local,27.101.112.134,0,user
2025-09-13T17:25:06.723499Z,user102@corp.local,152.250.26.190,2,user
2025-09-13T15:56:26.723499Z,user51@corp.local,153.216.253.104,0,user
2025-09-14T18:09:16.723499Z,user72@corp.local,197.148.151.70,0,user
2025-09-15T10:06:39.723499Z,user92@corp.local,155.243.103.253,0,user
2025-09-14T07:32:12.723499Z,user117@corp.local,10.128.250.128,0,user
2025-09-13T21:01:49.723499Z,user189@corp.local,10.34.255.174,0,user
2025-09-14T00:16:11.723499Z,user174@corp.local,78.159.159.25,0,user
2025-09-15T01:05:24.723499Z,user120@corp.local,170.127.125.130,0,user
2025-09-14T12:14:59.723499Z,user139@corp.local,196.8.253.111,1,user
2025-09-14T15:09:49.723499Z,user97@corp.local,10.8.45.143,0,user
2025-09-14T09:17:44.723499Z,user43@corp.local,35.79.183.100,0,user
2025-09-13T19:11:36.723499Z,user126@corp.local,176.138.146.121,0,user
2025-09-13T22:36:38.723499Z,user101@corp.local,152.248.96.158,0,user
2025-09-14T07:56:26.723499Z,user8@corp.local,33.214.93.90,0,user
2025-09-15T05:45:06.723499Z,user161@corp.local,25.109.88.254,0,user
2025-09-14T12:48:26.723499Z,user63@corp.local,166.79.151.22,1,user
2025-09-14T09:25:53.723499Z,user44@corp.local,10.166.19.118,0,user
2025-09-14T17:59:31.723499Z,user108@corp.local,179.120.150.6,50053,user
2025-09-15T04:45:37.723499Z,user147@corp.local,10.250.51.177,0,user
2025-09-14T11:41:34.723499Z,user196@corp.local,43.157.76.94,2,user
2025-09-14T23:24:55.723499Z,user20@corp.local,138.54.73.68,0,user
2025-09-15T04:59:28.723499Z,user58@corp.local,24.183.216.149,0,user
2025-09-14T11:45:23.723499Z,user146@corp.local,122.109.53.89,0,user
2025-09-15T10:40:19.723499Z,user130@corp.local,111.169.138.81,0,user
2025-09-14T16:31:23.723499Z,user132@corp.local,196.140.46.226,0,user
2025-09-15T00:49:08.723499Z,user148@corp.local,170.246.210.191,3,user
2025-09-15T09:40:51.723499Z,user158@corp.local,112.239.144.187,0,user
2025-09-15T01:15:32.723499Z,user119@corp.local,10.77.153.217,0,user
2025-09-14T10:25:56.723499Z,user17@corp.local,217.105.68.211,0,user
2025-09-13T22:55:19.723499Z,user154@corp.local,62.29.38.50,0,user
2025-09-14T09:50:29.723499Z,user144@corp.local,109.165.231.10,0,user
2025-09-14T07:05:12.723499Z,user67@corp.local,72.168.140.46,0,user
2025-09-13T14:18:13.723499Z,user125@corp.local,15.220.229.22,0,user
2025-09-14T08:55:36.723499Z,user105@corp.local,172.168.226.24,0,user
2025-09-13T21:27:50.723499Z,user147@corp.local,31.133.170.213,0,user
2025-09-15T01:28:36.723499Z,user24@corp.local,32.197.206.81,0,user
2025-09-15T05:46:40.723499Z,user192@corp.local,109.55.36.28,0,user
2025-09-14T07:13:13.723499Z,user66@corp.local,15.125.136.96,0,user
2025-09-13T19:27:15.723499Z,user109@corp.local,64.246.71.226,0,user
2025-09-13T21:46:50.723499Z,user184@corp.local,79.5.165.248,1,user
2025-09-13T15:12:35.723499Z,user172@corp.local,142.98.79.164,3,user
2025-09-13T20:06:58.723499Z,user61@corp.local,100.2.232.246,0,user
2025-09-14T05:50:09.723499Z,user194@corp.local,54.220.227.42,3,user
2025-09-15T10:09:16.723499Z,user9@corp.local,21.210.199.241,0,user
2025-09-14T17:17:58.723499Z,user86@corp.local,210.25.211.42,0,user
2025-09-15T00:05:55.723499Z,user108@corp.local,209.140.188.84,0,user
2025-09-13T13:13:12.723499Z,user165@corp.local,162.113.202.165,0,user
2025-09-14T16:24:14.723499Z,user79@corp.local,22.28.40.64,0,user
2025-09-15T10:30:01.723499Z,user153@corp.local,203.240.81.116,0,user
2025-09-13T20:57:01.723499Z,user176@corp.local,84.204.72.51,0,user
2025-09-14T13:59:47.723499Z,user97@corp.local,147.57.5.243,0,user
2025-09-15T03:53:58.723499Z,user161@corp.local,23.249.118.51,0,user
2025-09-13T23:31:01.723499Z,user159@corp.local,67.38.22.246,0,user
2025-09-15T04:32:02.723499Z,user184@corp.local,198.235.237.117,0,user
2025-09-14T23:12:41.723499Z,user183@corp.local,221.208.200.69,0,user
2025-09-14T23:12:46.723499Z,user111@corp.local,154.55.254.211,0,user
2025-09-14T01:01:03.723499Z,user105@corp.local,8.74.249.68,0,user
2025-09-14T20:04:03.723499Z,user95@corp.local,166.117.21.3,0,user
2025-09-14T10:45:59.723499Z,user102@corp.local,183.98.181.109,0,user
2025-09-14T05:53:11.723499Z,user143@corp.local,10.170.120.121,50055,user
2025-09-15T06:47:25.723499Z,user12@corp.local,10.195.154.251,0,user
2025-09-14T14:14:12.723499Z,user144@corp.local,10.91.133.44,0,user
2025-09-14T11:55:36.723499Z,user34@corp.local,10.221.72.67,0,user
2025-09-13T14:26:39.723499Z,user128@corp.local,214.71.191.93,3,user
2025-09-14T06:23:43.723499Z,user195@corp.local,133.80.111.229,0,user
2025-09-14T23:00:07.723499Z,user39@corp.local,169.162.204.113,0,user
2025-09-13T22:03:03.723499Z,user47@corp.local,10.133.83.181,0,user
2025-09-13T19:40:38.723499Z,user127@corp.local,10.182.248.118,0,user
2025-09-13T22:00:34.723499Z,user24@corp.local,73.46.213.44,0,user
2025-09-14T07:05:33.723499Z,user170@corp.local,150.248.1.135,0,user
2025-09-14T00:22:38.723499Z,user20@corp.local,128.173.24.228,0,user
2025-09-14T07:55:45.723499Z,user175@corp.local,10.191.54.215,0,user
2025-09-13T13:19:52.723499Z,user182@corp.local,117.160.244.69,0,user
2025-09-13T11:39:04.723499Z,user12@corp.local,116.83.242.188,50055,user
2025-09-13T20:38:43.723499Z,user13@corp.local,73.82.204.15,0,user
2025-09-15T03:04:16.723499Z,user98@corp.local,10.130.91.62,50053,user
2025-09-13T17:43:23.723499Z,user54@corp.local,200.103.72.166,0,user
2025-09-15T10:51:22.723499Z,user77@corp.local,111.188.206.236,0,user
2025-09-15T07:10:30.723499Z,user171@corp.local,10.188.102.126,0,user
2025-09-14T15:29:18.723499Z,user145@corp.local,24.193.108.208,0,user
2025-09-14T00:47:55.723499Z,user110@corp.local,10.174.237.174,0,user
2025-09-13T22:31:13.723499Z,user135@corp.local,135.21.74.120,0,user
2025-09-14T22:00:25.723499Z,user33@corp.local,77.215.63.134,0,user
2025-09-15T04:37:41.723499Z,user20@corp.local,132.27.130.109,0,user
2025-09-14T21:03:49.723499Z,user146@corp.local,91.65.149.21,0,user
2025-09-13T12:24:47.723499Z,user170@corp.local,202.46.215.101,0,user
2025-09-14T17:32:20.723499Z,user77@corp.local,186.116.193.172,0,user
2025-09-14T06:31:50.723499Z,user48@corp.local,21.191.251.155,0,user
2025-09-13T18:58:16.723499Z,user5@corp.local,10.59.6.44,0,user
2025-09-14T20:44:11.723499Z,user169@corp.local,155.185.124.78,0,user
2025-09-15T08:08:18.723499Z,user173@corp.local,173.101.205.78,0,user
2025-09-13T21:04:02.723499Z,admin@corp.local,10.8.96.220,0,admin
2025-09-14T22:15:44.723499Z,user167@corp.local,216.160.219.203,0,user
2025-09-13T17:29:51.723499Z,user119@corp.local,10.216.11.30,0,user
2025-09-13T22:19:39.723499Z,user114@corp.local,121.5.220.116,0,user
2025-09-14T01:53:22.723499Z,user101@corp.local,10.4.52.162,0,user
2025-09-14T18:40:13.723499Z,user127@corp.local,153.187.141.75,0,user
2025-09-14T16:19:56.723499Z,user152@corp.local,174.231.209.223,0,user
2025-09-13T15:38:56.723499Z,user109@corp.local,142.16.68.229,0,user
2025-09-14T21:41:45.723499Z,user160@corp.local,89.114.178.112,0,user
2025-09-14T08:12:03.723499Z,user121@corp.local,60.129.56.151,3,user
2025-09-15T07:04:19.723499Z,user184@corp.local,34.226.75.186,0,user
2025-09-14T17:35:00.723499Z,user173@corp.local,93.203.120.205,2,user
2025-09-15T08:30:35.723499Z,user177@corp.local,171.123.33.45,0,user
2025-09-15T07:20:16.723499Z,user107@corp.local,127.77.60.54,0,user
2025-09-13T12:32:55.723499Z,user67@corp.local,41.44.211.221,1,user
2025-09-13T15:51:52.723499Z,user30@corp.local,31.143.57.125,0,user
2025-09-14T12:00:36.723499Z,user197@corp.local,10.136.77.219,0,user
