TimeGenerated,DeviceName,SourceIP,DestinationIP,DestinationHostName
2025-09-15T09:49:16.723499Z,SRV-APP02,10.240.105.237,188.75.37.30,github.com
2025-09-14T19:25:53.723499Z,WKST-ENGR01,10.171.241.42,132.184.170.241,graph.microsoft.com
2025-09-13T12:38:04.723499Z,SRV-APP01,10.114.202.155,113.247.189.76,login.microsoftonline.com
2025-09-14T00:51:35.723499Z,SRV-WEB02,10.27.223.155,149.253.21.134,login.microsoftonline.com
2025-09-13T15:07:44.723499Z,WKST-ENGR01,10.53.242.77,85.179.33.183,windowsupdate.com
2025-09-14T19:57:27.723499Z,SRV-APP01,10.101.253.221,7.64.237.29,microsoft.com
2025-09-13T13:41:41.723499Z,SRV-WEB02,10.102.112.217,198.40.143.97,github.com
2025-09-14T08:05:05.723499Z,SRV-WEB01,10.35.200.226,33.125.120.167,cloudfront.net
2025-09-13T14:49:44.723499Z,SRV-WEB02,10.119.36.172,179.169.232.248,office365.com
2025-09-14T18:20:55.723499Z,SRV-APP01,10.10.124.111,116.19.108.136,windowsupdate.com
2025-09-15T01:02:52.723499Z,WKST-ENGR01,10.250.75.152,57.18.153.8,cdn.contoso.local
2025-09-13T16:43:04.723499Z,SRV-WEB01,10.42.178.246,70.2.95.194,windowsupdate.com
2025-09-14T22:32:13.723499Z,SRV-APP01,10.146.248.223,57.229.142.22,microsoft.com
2025-09-14T23:25:18.723499Z,SRV-WEB01,10.247.137.124,154.225.232.6,azureedge.net
2025-09-14T21:45:31.723499Z,WKST-ENGR01,10.93.124.37,95.51.60.228,gstatic.com
2025-09-14T22:26:11.723499Z,SRV-WEB02,10.203.74.51,178.84.194.114,microsoft.com
2025-09-14T16:26:59.723499Z,SRV-WEB02,10.25.236.43,105.209.233.155,github.com
2025-09-14T04:53:22.723499Z,SRV-WEB01,10.187.173.45,26.240.133.112,cdn.contoso.local
2025-09-13T21:34:13.723499Z,SRV-APP01,10.113.183.238,55.148.67.242,github.com
2025-09-15T02:21:29.723499Z,SRV-APP02,10.144.95.35,53.186.74.150,azureedge.net
2025-09-13T15:24:21.723499Z,WKST-ENGR01,10.102.130.37,194.196.149.199,github.com
2025-09-13T22:36:35.723499Z,SRV-APP02,10.113.157.66,144.53.1.65,azureedge.net
2025-09-13T19:20:52.723499Z,SRV-WEB01,10.189.157.87,222.244.233.136,cdn.contoso.local
2025-09-15T07:43:33.723499Z,SRV-APP02,10.5.35.153,164.116.125.201,office365.com
2025-09-13T23:32:25.723499Z,WKST-ENGR01,10.199.255.82,194.111.103.190,cdn.contoso.local
2025-09-15T02:21:15.723499Z,SRV-WEB01,10.251.99.80,179.176.190.233,windowsupdate.com
2025-09-14T20:40:14.723499Z,SRV-WEB01,10.11.237.27,132.5.104.91,google.com
2025-09-14T10:48:00.723499Z,SRV-WEB01,10.88.218.78,35.34.51.20,google.com
2025-09-14T06:15:56.723499Z,SRV-APP02,10.150.78.12,4.234.114.102,graph.microsoft.com
2025-09-14T13:19:13.723499Z,SRV-APP02,10.220.202.194,90.133.20.177,google.com
2025-09-14T02:16:32.723499Z,SRV-APP01,10.116.151.178,119.240.219.114,azureedge.net
2025-09-14T14:54:37.723499Z,SRV-WEB02,10.118.203.181,99.104.172.64,cloudfront.net
2025-09-14T19:44:19.723499Z,WKST-ENGR01,10.218.61.47,215.66.245.91,microsoft.com
2025-09-15T08:31:48.723499Z,SRV-APP02,10.254.209.124,202.64.14.65,cdn.contoso.local
2025-09-15T08:20:31.723499Z,SRV-APP01,10.15.202.202,154.42.89.213,cdn.contoso.local
2025-09-13T17:25:25.723499Z,WKST-ENGR01,10.63.44.89,96.109.87.249,cdn.contoso.local
2025-09-14T00:09:07.723499Z,WKST-ENGR01,10.72.233.172,32.161.48.104,gstatic.com
2025-09-13T21:41:53.723499Z,SRV-APP01,10.5.136.111,121.235.155.57,google.com
2025-09-14T01:43:23.723499Z,WKST-ENGR01,10.121.173.202,39.160.242.119,microsoft.com
2025-09-15T04:02:08.723499Z,SRV-APP02,10.80.197.52,223.27.67.234,cdn.contoso.local
2025-09-13T17:45:58.723499Z,SRV-WEB02,10.162.17.50,116.134.249.217,cloudfront.net
2025-09-14T10:02:58.723499Z,SRV-WEB01,10.153.36.46,216.230.17.19,microsoft.com
2025-09-15T05:35:49.723499Z,SRV-WEB01,10.197.252.243,59.223.106.140,google.com
2025-09-14T10:28:39.723499Z,SRV-WEB02,10.120.232.239,80.237.249.119,cdn.contoso.local
2025-09-14T17:29:43.723499Z,SRV-WEB01,10.59.171.88,188.72.149.245,gstatic.com
2025-09-14T22:00:50.723499Z,SRV-WEB02,10.155.4.1,29.19.212.16,gstatic.com
2025-09-14T13:11:10.723499Z,SRV-WEB02,10.46.85.68,171.229.122.109,microsoft.com
2025-09-14T17:15:25.723499Z,SRV-APP02,10.193.51.158,100.194.97.75,gstatic.com
2025-09-14T12:57:29.723499Z,SRV-WEB02,10.124.102.117,53.31.11.207,office365.com
2025-09-14T19:11:34.723499Z,SRV-APP01,10.224.204.7,23.10.120.114,office365.com
2025-09-14T20:34:00.723499Z,SRV-WEB02,10.188.126.61,105.67.20.70,cloudfront.net
2025-09-14T09:42:52.723499Z,SRV-WEB01,10.84.246.203,123.208.213.146,windowsupdate.com
2025-09-15T02:15:05.723499Z,WKST-ENGR01,10.7.89.118,15.157.155.217,graph.microsoft.com
2025-09-14T01:35:32.723499Z,SRV-APP01,10.83.186.19,1.244.158.136,graph.microsoft.com
2025-09-14T20:16:10.723499Z,SRV-APP01,10.174.159.239,128.222.183.15,github.com
2025-09-13T11:59:31.723499Z,SRV-APP01,10.243.181.175,118.11.209.248,gstatic.com
2025-09-13T18:26:53.723499Z,SRV-WEB02,10.9.234.9,71.25.237.226,office365.com
2025-09-13T19:59:46.723499Z,SRV-APP02,10.100.214.19,24.2.135.52,microsoft.com
2025-09-13T15:08:06.723499Z,SRV-WEB01,10.190.99.88,163.35.221.202,cdn.contoso.local
2025-09-14T19:55:10.723499Z,WKST-ENGR01,10.11.23.207,105.228.9.131,windowsupdate.com
2025-09-15T02:01:27.723499Z,SRV-APP02,10.98.147.22,99.35.222.140,cloudfront.net
2025-09-14T09:56:02.723499Z,SRV-WEB01,10.133.134.113,100.158.7.186,azureedge.net
2025-09-14T13:25:18.723499Z,SRV-APP02,10.85.127.44,188.16.197.139,cdn.contoso.local
2025-09-14T01:37:45.723499Z,WKST-ENGR01,10.165.246.107,89.50.135.156,gstatic.com
2025-09-14T04:07:08.723499Z,SRV-WEB02,10.167.192.33,29.155.88.22,azureedge.net
2025-09-14T21:09:09.723499Z,WKST-ENGR01,10.205.120.26,167.149.236.46,gstatic.com
2025-09-14T20:56:08.723499Z,WKST-ENGR01,10.194.187.106,121.184.219.146,gstatic.com
2025-09-14T15:12:57.723499Z,SRV-APP02,10.103.238.177,187.214.156.93,cloudfront.net
2025-09-14T15:07:08.723499Z,WKST-ENGR01,10.16.165.190,169.253.104.112,cloudfront.net
2025-09-14T12:37:58.723499Z,SRV-WEB02,10.60.195.219,177.163.161.78,office365.com
2025-09-15T01:30:33.723499Z,SRV-APP02,10.193.137.222,7.31.13.85,gstatic.com
2025-09-13T19:41:56.723499Z,SRV-WEB01,10.145.71.170,78.31.189.2,github.com
2025-09-13T22:39:30.723499Z,SRV-WEB02,10.25.187.137,83.148.214.253,office365.com
2025-09-14T10:45:19.723499Z,SRV-APP02,10.10.114.89,97.219.44.186,graph.microsoft.com
2025-09-14T19:49:08.723499Z,SRV-WEB02,10.92.226.102,112.181.177.117,microsoft.com
2025-09-13T13:51:06.723499Z,SRV-APP02,10.74.187.2,21.223.171.121,cloudfront.net
2025-09-15T10:50:41.723499Z,WKST-ENGR01,10.85.206.249,25.158.243.182,login.microsoftonline.com
2025-09-15T02:27:22.723499Z,SRV-WEB01,10.166.223.180,202.96.165.147,microsoft.com
2025-09-15T07:36:26.723499Z,SRV-WEB02,10.92.125.36,111.125.177.237,office365.com
2025-09-14T04:43:12.723499Z,SRV-APP02,10.174.130.185,21.192.144.254,microsoft.com
2025-09-14T21:56:03.723499Z,SRV-WEB02,10.61.35.23,6.216.187.37,graph.microsoft.com
2025-09-14T21:01:45.723499Z,SRV-WEB02,10.91.58.101,18.125.75.172,office365.com
2025-09-15T08:50:53.723499Z,SRV-WEB01,10.114.65.170,63.57.252.72,google.com
2025-09-13T12:22:28.723499Z,WKST-ENGR01,10.171.202.63,75.111.149.48,windowsupdate.com
2025-09-14T05:24:13.723499Z,SRV-WEB02,10.196.219.36,39.148.186.152,azureedge.net
2025-09-14T18:09:10.723499Z,SRV-APP02,10.114.8.223,71.33.169.99,google.com
2025-09-14T18:02:24.723499Z,SRV-WEB02,10.107.43.45,136.224.6.3,graph.microsoft.com
2025-09-14T00:42:59.723499Z,SRV-WEB02,10.241.28.162,187.221.104.6,cdn.contoso.local
2025-09-15T08:40:35.723499Z,SRV-WEB02,10.36.146.17,172.62.176.222,google.com
2025-09-14T05:21:13.723499Z,SRV-APP02,10.57.81.60,56.51.140.24,cloudfront.net
2025-09-15T03:07:54.723499Z,WKST-ENGR01,10.131.175.162,171.167.230.150,azureedge.net
2025-09-14T19:23:37.723499Z,SRV-APP01,10.41.172.41,198.135.174.88,office365.com
2025-09-15T04:04:02.723499Z,WKST-ENGR01,10.224.77.90,203.197.227.98,microsoft.com
2025-09-14T20:30:25.723499Z,SRV-WEB01,10.115.72.35,195.56.115.210,cdn.contoso.local
2025-09-13T12:24:04.723499Z,WKST-ENGR01,10.8.121.27,80.237.100.80,office365.com
2025-09-14T08:27:44.723499Z,SRV-WEB02,10.5.42.85,218.58.56.148,cdn.contoso.local
2025-09-14T11:39:15.723499Z,WKST-ENGR01,10.114.96.178,209.170.108.93,graph.microsoft.com
2025-09-13T14:04:42.723499Z,WKST-ENGR01,10.6.60.45,19.129.78.167,gstatic.com
2025-09-15T02:03:38.723499Z,WKST-ENGR01,10.113.198.77,154.222.206.16,windowsupdate.com
2025-09-14T05:12:19.723499Z,SRV-WEB01,10.29.198.120,152.17.167.225,cloudfront.net
2025-09-14T02:00:14.723499Z,SRV-APP01,10.209.20.98,205.7.98.89,cdn.contoso.local
2025-09-14T16:01:45.723499Z,SRV-WEB01,10.74.57.173,216.79.120.36,google.com
2025-09-14T17:16:24.723499Z,SRV-APP02,10.92.108.78,112.138.139.236,microsoft.com
2025-09-14T19:15:11.723499Z,SRV-APP02,10.76.246.199,164.50.140.107,windowsupdate.com
2025-09-14T15:35:21.723499Z,WKST-ENGR01,10.248.28.253,54.211.186.77,google.com
2025-09-15T10:19:28.723499Z,SRV-WEB02,10.52.8.187,158.173.225.53,gstatic.com
2025-09-13T19:08:26.723499Z,SRV-APP02,10.69.102.185,148.242.197.152,google.com
2025-09-14T14:17:45.723499Z,SRV-WEB02,10.154.68.175,8.84.105.104,cdn.contoso.local
2025-09-14T23:49:17.723499Z,SRV-WEB01,10.233.114.234,208.211.43.102,windowsupdate.com
2025-09-14T20:01:47.723499Z,SRV-APP01,10.198.180.226,160.230.241.218,graph.microsoft.com
2025-09-15T02:29:06.723499Z,SRV-WEB01,10.191.124.167,205.49.101.31,microsoft.com
2025-09-13T11:53:01.723499Z,SRV-WEB01,10.137.222.241,6.211.187.86,cdn.contoso.local
2025-09-13T19:09:59.723499Z,SRV-WEB01,10.11.49.231,184.159.87.1,cloudfront.net
2025-09-13T14:36:47.723499Z,WKST-ENGR01,10.240.86.102,108.36.115.27,azureedge.net
2025-09-14T17:38:31.723499Z,SRV-APP02,10.179.66.218,93.146.62.237,microsoft.com
2025-09-14T11:30:06.723499Z,SRV-APP01,10.40.189.216,188.40.60.149,google.com
2025-09-14T23:20:20.723499Z,SRV-APP01,10.94.128.204,73.38.166.84,google.com
2025-09-15T02:36:37.723499Z,WKST-ENGR01,10.49.161.158,194.79.109.254,google.com
2025-09-14T10:57:59.723499Z,SRV-WEB01,10.151.216.175,97.54.233.191,windowsupdate.com
2025-09-13T19:14:51.723499Z,SRV-APP02,10.15.104.48,144.169.141.131,cdn.contoso.local
2025-09-15T06:07:48.723499Z,SRV-APP01,10.247.155.27,33.110.195.58,google.com
2025-09-14T13:10:19.723499Z,SRV-WEB02,10.70.5.174,136.41.220.55,cdn.contoso.local
2025-09-13T18:19:17.723499Z,SRV-APP01,10.98.19.170,90.38.10.3,graph.microsoft.com
2025-09-15T10:47:35.723499Z,SRV-WEB02,10.15.148.42,107.146.177.141,cdn.contoso.local
2025-09-13T14:31:59.723499Z,WKST-ENGR01,10.244.88.227,61.66.96.127,windowsupdate.com
2025-09-15T11:03:39.723499Z,SRV-WEB01,10.227.168.167,194.111.18.99,microsoft.com
2025-09-13T16:08:04.723499Z,SRV-WEB02,10.60.77.241,118.237.135.137,login.microsoftonline.com
2025-09-15T02:10:15.723499Z,WKST-ENGR01,10.44.222.166,101.108.239.104,graph.microsoft.com
2025-09-15T07:44:56.723499Z,WKST-ENGR01,10.243.137.194,42.225.60.225,graph.microsoft.com
2025-09-14T03:48:14.723499Z,WKST-ENGR01,10.147.155.250,103.17.23.118,azureedge.net
2025-09-15T04:34:58.723499Z,SRV-APP01,10.154.188.237,210.17.174.247,google.com
2025-09-13T17:17:30.723499Z,SRV-APP02,10.5.150.158,165.179.79.167,azureedge.net
2025-09-15T09:25:45.723499Z,SRV-WEB01,10.186.98.99,66.85.218.19,login.microsoftonline.com
2025-09-15T09:57:11.723499Z,WKST-ENGR01,10.111.37.235,39.24.214.176,office365.com
2025-09-15T01:34:44.723499Z,SRV-WEB01,10.193.242.207,78.211.149.27,microsoft.com
2025-09-14T13:24:31.723499Z,SRV-APP02,10.55.5.254,125.32.110.16,microsoft.com
2025-09-14T21:11:14.723499Z,SRV-APP02,10.180.36.108,191.226.235.15,azureedge.net
2025-09-15T09:53:25.723499Z,SRV-APP02,10.147.17.225,87.141.195.236,microsoft.com
2025-09-14T08:11:27.723499Z,SRV-APP01,10.177.52.186,129.224.43.124,graph.microsoft.com
2025-09-13T21:25:56.723499Z,WKST-ENGR01,10.133.81.229,159.139.19.29,gstatic.com
2025-09-14T18:00:39.723499Z,SRV-APP02,10.145.243.42,70.134.191.64,cdn.contoso.local
2025-09-13T22:30:29.723499Z,SRV-APP01,10.164.253.77,94.159.27.193,gstatic.com
2025-09-14T03:10:11.723499Z,SRV-WEB02,10.255.180.149,198.50.57.66,cloudfront.net
2025-09-14T13:57:43.723499Z,WKST-ENGR01,10.95.106.141,23.128.125.29,gstatic.com
2025-09-14T16:09:33.723499Z,WKST-ENGR01,10.129.196.191,197.88.110.144,google.com
2025-09-15T07:52:55.723499Z,SRV-WEB02,10.93.158.166,105.132.8.121,google.com
2025-09-13T21:08:50.723499Z,SRV-APP01,10.240.226.92,19.48.23.83,cdn.contoso.local
2025-09-14T07:30:45.723499Z,SRV-APP02,10.96.216.128,109.244.38.27,cdn.contoso.local
2025-09-14T03:02:05.723499Z,SRV-APP02,10.6.221.38,73.210.181.152,cloudfront.net
2025-09-14T07:17:52.723499Z,SRV-APP01,10.238.93.202,35.79.90.83,google.com
2025-09-14T22:38:50.723499Z,SRV-APP02,10.255.160.18,160.73.135.152,login.microsoftonline.com
2025-09-14T05:24:12.723499Z,SRV-WEB02,10.113.203.193,158.144.209.221,office365.com
2025-09-14T18:39:27.723499Z,SRV-WEB01,10.34.159.242,127.29.93.245,azureedge.net
2025-09-15T05:18:19.723499Z,WKST-ENGR01,10.234.253.169,148.66.237.162,login.microsoftonline.com
2025-09-14T07:07:33.723499Z,SRV-APP01,10.186.201.21,10.224.157.229,azureedge.net
2025-09-14T20:18:40.723499Z,SRV-APP02,10.158.43.236,73.26.212.230,gstatic.com
2025-09-13T21:35:51.723499Z,SRV-APP02,10.129.14.84,93.34.250.154,office365.com
2025-09-14T03:19:25.723499Z,SRV-WEB02,10.69.236.104,180.124.48.179,cloudfront.net
2025-09-15T11:05:34.723499Z,SRV-WEB01,10.166.232.47,131.110.71.87,login.microsoftonline.com
2025-09-14T03:20:07.723499Z,SRV-WEB02,10.222.47.212,159.19.119.252,github.com
2025-09-14T05:59:32.723499Z,WKST-ENGR01,10.113.142.89,42.42.114.182,cdn.contoso.local
2025-09-15T06:27:18.723499Z,SRV-WEB01,10.5.181.81,220.125.13.15,azureedge.net
2025-09-14T17:31:16.723499Z,WKST-ENGR01,10.248.121.206,161.35.207.145,microsoft.com
2025-09-14T17:37:10.723499Z,SRV-WEB02,10.12.176.189,166.63.59.236,github.com
2025-09-14T15:42:02.723499Z,SRV-APP01,10.24.231.105,193.139.222.42,graph.microsoft.com
2025-09-14T19:30:28.723499Z,SRV-WEB01,10.81.90.237,63.31.5.188,github.com
2025-09-15T04:36:35.723499Z,SRV-APP02,10.233.88.96,12.112.126.198,azureedge.net
2025-09-14T05:36:17.723499Z,WKST-ENGR01,10.37.212.222,39.238.2.72,gstatic.com
2025-09-14T02:57:03.723499Z,SRV-WEB02,10.46.69.119,56.28.193.117,google.com
2025-09-14T21:00:13.723499Z,SRV-APP01,10.86.246.138,165.196.67.49,cloudfront.net
2025-09-14T22:02:57.723499Z,WKST-ENGR01,10.240.81.70,119.89.128.201,graph.microsoft.com
2025-09-13T17:07:02.723499Z,SRV-APP01,10.12.195.84,186.84.139.3,microsoft.com
2025-09-15T04:51:20.723499Z,SRV-APP01,10.109.55.110,113.12.95.157,azureedge.net
2025-09-15T09:20:34.723499Z,SRV-APP01,10.238.173.49,10.123.165.162,azureedge.net
2025-09-15T08:44:40.723499Z,SRV-WEB02,10.92.151.89,212.139.130.173,github.com
2025-09-15T05:01:20.723499Z,SRV-WEB02,10.73.70.216,17.163.232.123,gstatic.com
2025-09-13T17:34:21.723499Z,SRV-WEB01,10.95.73.240,31.144.68.15,gstatic.com
2025-09-14T02:51:10.723499Z,SRV-WEB02,10.131.245.118,164.161.157.203,windowsupdate.com
2025-09-14T05:16:37.723499Z,SRV-WEB02,10.196.226.200,60.91.131.142,gstatic.com
2025-09-14T07:46:00.723499Z,SRV-APP01,10.140.16.173,105.124.162.222,gstatic.com
2025-09-15T01:27:14.723499Z,SRV-WEB01,10.107.72.193,177.176.26.223,office365.com
2025-09-13T18:26:41.723499Z,WKST-ENGR01,10.208.255.199,172.71.115.81,github.com
2025-09-15T01:10:02.723499Z,SRV-WEB02,10.124.182.97,64.132.132.172,github.com
2025-09-13T23:20:37.723499Z,WKST-ENGR01,10.84.92.115,103.238.173.227,microsoft.com
2025-09-15T09:10:27.723499Z,WKST-ENGR01,10.241.255.117,61.8.136.209,google.com
2025-09-14T09:57:59.723499Z,SRV-WEB02,10.160.30.116,10.162.35.55,google.com
2025-09-14T18:43:09.723499Z,WKST-ENGR01,10.45.27.185,67.222.108.201,cdn.contoso.local
2025-09-14T04:04:49.723499Z,SRV-APP02,10.125.72.191,23.226.239.89,microsoft.com
2025-09-14T09:00:55.723499Z,SRV-APP02,10.36.66.19,188.150.216.220,azureedge.net
2025-09-13T17:51:07.723499Z,SRV-WEB02,10.93.212.174,49.26.169.152,google.com
2025-09-14T06:10:21.723499Z,SRV-WEB01,10.131.76.166,188.172.81.174,github.com
2025-09-13T18:46:26.723499Z,SRV-WEB01,10.169.28.216,2.46.166.55,graph.microsoft.com
2025-09-13T17:56:19.723499Z,SRV-APP01,10.85.51.171,140.3.145.240,cdn.contoso.local
2025-09-14T17:08:27.723499Z,SRV-WEB01,10.79.158.237,40.15.243.29,cloudfront.net
2025-09-15T03:13:53.723499Z,SRV-APP01,10.118.166.188,122.200.57.4,cloudfront.net
2025-09-15T08:24:17.723499Z,WKST-ENGR01,10.27.209.82,38.123.225.49,google.com
2025-09-15T01:04:17.723499Z,SRV-WEB01,10.52.213.179,142.78.217.93,windowsupdate.com
2025-09-14T17:42:05.723499Z,SRV-WEB02,10.93.128.214,74.190.1.189,windowsupdate.com
2025-09-14T13:24:10.723499Z,SRV-WEB02,10.221.0.103,109.129.25.193,windowsupdate.com
2025-09-14T10:35:42.723499Z,SRV-APP01,10.4.186.176,25.115.180.121,graph.microsoft.com
2025-09-14T00:28:31.723499Z,WKST-ENGR01,10.223.66.238,149.47.58.185,graph.microsoft.com
2025-09-14T07:50:50.723499Z,SRV-APP02,10.246.54.139,70.106.19.169,azureedge.net
2025-09-14T19:16:37.723499Z,SRV-WEB02,10.71.231.77,7.168.113.101,office365.com
2025-09-15T09:07:22.723499Z,SRV-APP02,10.228.129.162,4.25.162.133,microsoft.com
2025-09-14T09:04:03.723499Z,SRV-APP02,10.218.197.150,211.190.93.49,cloudfront.net
2025-09-14T12:18:26.723499Z,WKST-ENGR01,10.192.12.114,38.70.231.240,login.microsoftonline.com
2025-09-13T15:07:14.723499Z,WKST-ENGR01,10.128.243.98,180.39.224.8,windowsupdate.com
2025-09-14T12:30:12.723499Z,SRV-APP02,10.89.94.176,195.116.31.137,azureedge.net
2025-09-13T15:32:28.723499Z,SRV-WEB02,10.36.148.162,117.26.15.232,office365.com
2025-09-14T08:05:47.723499Z,SRV-APP01,10.95.194.16,103.190.9.225,cloudfront.net
2025-09-13T13:08:00.723499Z,SRV-APP02,10.161.28.118,117.86.199.223,cloudfront.net
2025-09-13T21:46:51.723499Z,SRV-WEB02,10.37.233.130,106.104.126.114,microsoft.com
2025-09-14T09:23:11.723499Z,WKST-ENGR01,10.35.102.3,18.102.51.177,cdn.contoso.local
2025-09-14T18:35:55.723499Z,WKST-ENGR01,10.139.64.223,62.237.54.112,github.com
2025-09-13T17:12:06.723499Z,WKST-ENGR01,10.48.121.82,153.228.193.185,windowsupdate.com
2025-09-14T18:56:34.723499Z,SRV-APP01,10.234.83.120,141.126.212.142,graph.microsoft.com
2025-09-13T19:24:48.723499Z,WKST-ENGR01,10.130.58.186,219.118.97.48,azureedge.net
2025-09-14T04:30:02.723499Z,WKST-ENGR01,10.18.80.101,15.200.217.153,google.com
2025-09-14T08:18:09.723499Z,SRV-APP02,10.35.218.119,124.22.224.191,cdn.contoso.local
2025-09-14T16:52:17.723499Z,SRV-APP01,10.37.63.68,14.65.226.170,github.com
2025-09-15T05:10:29.723499Z,WKST-ENGR01,10.44.77.151,57.109.229.52,cdn.contoso.local
2025-09-13T21:47:52.723499Z,SRV-WEB02,10.15.85.156,154.206.130.2,google.com
2025-09-13T16:33:02.723499Z,SRV-WEB02,10.152.248.39,145.111.125.233,microsoft.com
2025-09-14T05:01:48.723499Z,WKST-ENGR01,10.216.198.124,18.159.110.96,windowsupdate.com
2025-09-14T02:30:22.723499Z,SRV-APP02,10.198.234.7,160.222.184.236,office365.com
2025-09-13T23:49:56.723499Z,SRV-APP02,10.154.43.77,140.60.157.245,office365.com
2025-09-14T19:26:40.723499Z,SRV-APP01,10.0.175.228,4.140.236.161,office365.com
2025-09-14T01:12:37.723499Z,SRV-WEB02,10.192.18.232,76.109.251.214,login.microsoftonline.com
2025-09-14T22:53:42.723499Z,SRV-WEB01,10.179.38.22,139.173.143.133,cdn.contoso.local
2025-09-15T03:44:47.723499Z,SRV-WEB02,10.249.26.62,190.213.43.76,graph.microsoft.com
2025-09-15T00:03:17.723499Z,WKST-ENGR01,10.32.121.97,79.227.49.115,microsoft.com
2025-09-14T06:43:25.723499Z,SRV-APP01,10.189.229.166,112.198.235.186,github.com
2025-09-14T05:14:07.723499Z,WKST-ENGR01,10.155.9.138,147.246.33.128,login.microsoftonline.com
2025-09-14T11:22:15.723499Z,WKST-ENGR01,10.140.80.126,95.151.77.232,google.com
2025-09-14T20:07:28.723499Z,WKST-ENGR01,10.95.87.119,206.13.21.247,cdn.contoso.local
2025-09-15T06:15:25.723499Z,SRV-WEB02,10.130.192.119,157.80.123.214,windowsupdate.com
2025-09-15T08:04:53.723499Z,SRV-APP02,10.105.125.122,177.18.153.52,login.microsoftonline.com
2025-09-14T10:28:11.723499Z,SRV-WEB01,10.237.15.254,117.232.28.107,gstatic.com
2025-09-14T10:02:35.723499Z,SRV-WEB01,10.56.239.13,206.174.112.102,office365.com
2025-09-13T16:12:03.723499Z,SRV-WEB02,10.167.83.74,142.247.26.110,graph.microsoft.com
2025-09-15T05:29:07.723499Z,SRV-APP01,10.168.123.206,67.80.87.77,gstatic.com
2025-09-13T23:02:33.723499Z,SRV-APP02,10.68.142.70,222.112.88.195,cdn.contoso.local
2025-09-14T01:59:41.723499Z,WKST-ENGR01,10.229.68.170,23.72.227.250,microsoft.com
2025-09-15T00:56:43.723499Z,SRV-WEB02,10.85.101.248,157.253.212.204,google.com
2025-09-14T00:20:09.723499Z,SRV-APP01,10.195.210.249,83.2.97.107,cdn.contoso.local
2025-09-13T13:05:22.723499Z,SRV-WEB01,10.43.205.89,135.239.240.103,windowsupdate.com
2025-09-14T12:59:42.723499Z,SRV-WEB01,10.41.177.250,61.82.93.95,microsoft.com
2025-09-15T03:27:36.723499Z,SRV-WEB01,10.28.26.107,168.7.91.109,github.com
2025-09-14T22:26:26.723499Z,SRV-APP02,10.95.53.49,5.10.137.204,github.com
2025-09-14T07:08:08.723499Z,SRV-WEB02,10.17.12.232,63.184.155.155,github.com
2025-09-14T04:15:57.723499Z,SRV-APP02,10.70.124.109,180.243.29.4,cloudfront.net
2025-09-15T07:09:35.723499Z,WKST-ENGR01,10.255.231.44,148.25.207.99,login.microsoftonline.com
2025-09-14T01:38:30.723499Z,SRV-WEB01,10.56.221.85,108.139.10.8,login.microsoftonline.com
2025-09-14T06:52:29.723499Z,SRV-APP02,10.94.52.84,85.120.227.171,office365.com
2025-09-13T13:33:03.723499Z,SRV-WEB01,10.106.169.131,21.124.231.16,google.com
2025-09-14T00:47:09.723499Z,SRV-WEB01,10.26.179.241,170.93.3.168,windowsupdate.com
2025-09-13T19:08:12.723499Z,WKST-ENGR01,10.230.6.233,168.83.238.48,microsoft.com
2025-09-15T06:08:51.723499Z,WKST-ENGR01,10.134.73.58,91.88.169.68,graph.microsoft.com
2025-09-14T01:56:12.723499Z,SRV-WEB02,10.131.87.176,45.165.200.22,office365.com
2025-09-13T23:49:50.723499Z,SRV-APP01,10.101.3.37,132.168.162.234,windowsupdate.com
2025-09-14T01:59:52.723499Z,SRV-WEB02,10.8.111.103,19.61.34.36,cdn.contoso.local
2025-09-14T23:00:21.723499Z,SRV-APP02,10.7.130.211,173.178.123.243,cdn.contoso.local
2025-09-15T10:55:20.723499Z,SRV-APP01,10.152.254.231,223.58.3.155,cdn.contoso.local
2025-09-15T09:18:49.723499Z,WKST-ENGR01,10.52.61.215,215.189.113.233,microsoft.com
2025-09-15T09:50:49.723499Z,WKST-ENGR01,10.6.249.108,124.135.78.87,github.com
2025-09-14T02:14:07.723499Z,SRV-WEB02,10.148.97.187,90.173.198.118,office365.com
2025-09-15T00:32:09.723499Z,SRV-APP01,10.112.233.11,174.18.129.195,login.microsoftonline.com
2025-09-13T14:34:14.723499Z,SRV-WEB02,10.101.204.223,53.100.54.124,login.microsoftonline.com
2025-09-14T10:58:47.723499Z,SRV-WEB01,10.215.11.81,57.62.245.185,microsoft.com
2025-09-14T14:27:53.723499Z,SRV-WEB01,10.57.202.61,198.122.142.194,cdn.contoso.local
2025-09-14T08:10:26.723499Z,SRV-APP01,10.230.120.106,90.227.216.62,graph.microsoft.com
2025-09-13T12:09:45.723499Z,SRV-WEB02,10.136.64.207,201.221.0.44,github.com
2025-09-14T19:18:15.723499Z,SRV-WEB02,10.95.65.103,156.33.241.225,cloudfront.net
2025-09-14T20:01:03.723499Z,SRV-WEB02,10.237.13.34,155.77.190.4,graph.microsoft.com
2025-09-13T12:24:44.723499Z,WKST-ENGR01,10.250.169.21,1.199.47.146,login.microsoftonline.com
2025-09-14T04:29:31.723499Z,WKST-ENGR01,10.135.5.148,106.90.107.120,cloudfront.net
2025-09-15T03:49:54.723499Z,WKST-ENGR01,10.183.194.71,156.248.172.242,windowsupdate.com
